"A.N.M. SCHOOL, KISHANGANJ",,A.N.M.,EWS,,,1157,,1700,,
"A.N.M. SCHOOL, KISHANGANJ",,A.N.M.,EBC,,,2805,,4937,,
"A.N.M. SCHOOL, KISHANGANJ",,A.N.M.,BC,,,3278,,5163,,
"A.N.M. SCHOOL, LAKHISARAI",,A.N.M.,UR,2752,7259,,,,,
"A.N.M. SCHOOL, LAKHISARAI",,A.N.M.,ST,,,75,,75,,
"A.N.M. SCHOOL, LAKHISARAI",,A.N.M.,SC,,,744,,1700,,
"A.N.M. SCHOOL, LAKHISARAI",,A.N.M.,RCG,,,4284,,4284,,
"A.N.M. SCHOOL, LAKHISARAI",,A.N.M.,EWS,,,608,,927,,
"A.N.M. SCHOOL, LAKHISARAI",,A.N.M.,EBC,,,2066,,2976,,
"A.N.M. SCHOOL, LAKHISARAI",,A.N.M.,DQ,,,179,,187,,
"A.N.M. SCHOOL, LAKHISARAI",,A.N.M.,BC,,,2402,,3327,,
"A.N.M. SCHOOL, LAKSHMIPUR,JAMUI",,A.N.M.,UR,4380,9973,,,,,
"A.N.M. SCHOOL, LAKSHMIPUR,JAMUI",,A.N.M.,SC,,,870,,1934,,
"A.N.M. SCHOOL, LAKSHMIPUR,JAMUI",,A.N.M.,RCG,,,5518,,5522,,
"A.N.M. SCHOOL, LAKSHMIPUR,JAMUI",,A.N.M.,EWS,,,821,,1340,,
"A.N.M. SCHOOL, LAKSHMIPUR,JAMUI",,A.N.M.,EBC,,,2716,,3876,,
"A.N.M. SCHOOL, LAKSHMIPUR,JAMUI",,A.N.M.,BC,,,3128,,4204,,
"A.N.M. SCHOOL, MADHEPURA",,A.N.M.,UR,2967,7238,,,,,
"A.N.M. SCHOOL, MADHEPURA",,A.N.M.,SC,,,960,,2987,,
"A.N.M. SCHOOL, MADHEPURA",,A.N.M.,RCG,,,6999,,8683,,
"A.N.M. SCHOOL, MADHEPURA",,A.N.M.,EWS,,,876,,1832,,

,COMBINED FIRST AND SECOND ROUND OPENING AND CLOSING RANK OF DCECE[PM]-2025,,,,,,,,Page No:- 8 / 65,


INSTITUTE,,BRANCH,CATEGORY,UR OPENING RANK,UR CLOSING RANK,CAT OPENING RANK,,CAT CLOSING RANK,,
"A.N.M. SCHOOL, MADHEPURA",,A.N.M.,EBC,,,3150,,5240,,
"A.N.M. SCHOOL, MADHEPURA",,A.N.M.,BC,,,3356,,5239,,
"A.N.M. SCHOOL, MADHORA, SARAN",,A.N.M.,UR,2772,6845,,,,,
"A.N.M. SCHOOL, MADHORA, SARAN",,A.N.M.,SC,,,1248,,2701,,
"A.N.M. SCHOOL, MADHORA, SARAN",,A.N.M.,RCG,,,6849,,8496,,
"A.N.M. SCHOOL, MADHORA, SARAN",,A.N.M.,EWS,,,970,,1660,,
"A.N.M. SCHOOL, MADHORA, SARAN",,A.N.M.,EBC,,,2786,,4792,,
"A.N.M. SCHOOL, MADHORA, SARAN",,A.N.M.,BC,,,3400,,5222,,
"A.N.M. SCHOOL, MADHUBANI",,A.N.M.,UR,2610,11041,,,,,
"A.N.M. SCHOOL, MADHUBANI",,A.N.M.,ST,,,119,,119,,
"A.N.M. SCHOOL, MADHUBANI",,A.N.M.,SC,,,948,,2904,,
"A.N.M. SCHOOL, MADHUBANI",,A.N.M.,RCG,,,6872,,8668,,
"A.N.M. SCHOOL, MADHUBANI",,A.N.M.,EWS,,,903,,1746,,
"A.N.M. SCHOOL, MADHUBANI",,A.N.M.,EBC,,,2820,,4909,,
"A.N.M. SCHOOL, MADHUBANI",,A.N.M.,BC,,,3217,,5268,,
"A.N.M. SCHOOL, MAHANAR, VAISHALI",,A.N.M.,UR,3990,11303,,,,,
"A.N.M. SCHOOL, MAHANAR, VAISHALI",,A.N.M.,ST,,,126,,208,,
"A.N.M. SCHOOL, MAHANAR, VAISHALI",,A.N.M.,SC,,,1637,,2340,,
"A.N.M. SCHOOL, MAHANAR, VAISHALI",,A.N.M.,RCG,,,5856,,5861,,
"A.N.M. SCHOOL, MAHANAR, VAISHALI",,A.N.M.,EWS,,,811,,1288,,
"A.N.M. SCHOOL, MAHANAR, VAISHALI",,A.N.M.,EBC,,,2782,,4527,,
"A.N.M. SCHOOL, MAHANAR, VAISHALI",,A.N.M.,BC,,,3153,,4962,,
"A.N.M. SCHOOL, MAHUA, RAJAPAKAR, VAISHALI",,A.N.M.,UR,3168,11438,,,,,
"A.N.M. SCHOOL, MAHUA, RAJAPAKAR, VAISHALI",,A.N.M.,SC,,,1426,,2412,,
"A.N.M. SCHOOL, MAHUA, RAJAPAKAR, VAISHALI",,A.N.M.,RCG,,,6453,,7908,,
"A.N.M. SCHOOL, MAHUA, RAJAPAKAR, VAISHALI",,A.N.M.,EWS,,,632,,1208,,
"A.N.M. SCHOOL, MAHUA, RAJAPAKAR, VAISHALI",,A.N.M.,EBC,,,2680,,4656,,
"A.N.M. SCHOOL, MAHUA, RAJAPAKAR, VAISHALI",,A.N.M.,BC,,,3199,,4873,,
"A.N.M. SCHOOL, MAIRWA, SIWAN",,A.N.M.,UR,2809,11219,,,,,
"A.N.M. SCHOOL, MAIRWA, SIWAN",,A.N.M.,ST,,,56,,56,,
"A.N.M. SCHOOL, MAIRWA, SIWAN",,A.N.M.,SC,,,978,,2208,,
"A.N.M. SCHOOL, MAIRWA, SIWAN",,A.N.M.,RCG,,,6725,,8047,,
"A.N.M. SCHOOL, MAIRWA, SIWAN",,A.N.M.,EWS,,,817,,1161,,
"A.N.M. SCHOOL, MAIRWA, SIWAN",,A.N.M.,EBC,,,2834,,4873,,
"A.N.M. SCHOOL, MAIRWA, SIWAN",,A.N.M.,DQ,,,163,,163,,
"A.N.M. SCHOOL, MAIRWA, SIWAN",,A.N.M.,BC,,,3301,,4950,,
"A.N.M. SCHOOL, MOTIHARI",,A.N.M.,UR,2944,11288,,,,,
"A.N.M. SCHOOL, MOTIHARI",,A.N.M.,ST,,,71,,71,,
"A.N.M. SCHOOL, MOTIHARI",,A.N.M.,SC,,,1091,,2347,,
"A.N.M. SCHOOL, MOTIHARI",,A.N.M.,RCG,,,6917,,8790,,
"A.N.M. SCHOOL, MOTIHARI",,A.N.M.,EWS,,,781,,1775,,

,COMBINED FIRST AND SECOND ROUND OPENING AND CLOSING RANK OF DCECE[PM]-2025,,,,,,,,Page No:- 9 / 65,


INSTITUTE,,BRANCH,CATEGORY,UR OPENING RANK,UR CLOSING RANK,CAT OPENING RANK,,CAT CLOSING RANK,,
"A.N.M. SCHOOL, MOTIHARI",,A.N.M.,EBC,,,2803,,5065,,
"A.N.M. SCHOOL, MOTIHARI",,A.N.M.,BC,,,3311,,5244,,
"A.N.M. SCHOOL, MUNGER",,A.N.M.,UR,88,3322,,,,,
"A.N.M. SCHOOL, MUNGER",,A.N.M.,SC,,,442,,1278,,
"A.N.M. SCHOOL, MUNGER",,A.N.M.,RCG,,,2655,,2655,,
"A.N.M. SCHOOL, MUNGER",,A.N.M.,EWS,,,505,,828,,
"A.N.M. SCHOOL, MUNGER",,A.N.M.,EBC,,,1182,,1582,,
"A.N.M. SCHOOL, MUNGER",,A.N.M.,DQ,,,59,,62,,
"A.N.M. SCHOOL, MUNGER",,A.N.M.,BC,,,1593,,1985,,
"A.N.M. SCHOOL, MUZAFFARPUR",,A.N.M.,UR,519,7709,,,,,
"A.N.M. SCHOOL, MUZAFFARPUR",,A.N.M.,ST,,,63,,63,,
"A.N.M. SCHOOL, MUZAFFARPUR",,A.N.M.,SC,,,815,,1884,,
"A.N.M. SCHOOL, MUZAFFARPUR",,A.N.M.,RCG,,,4170,,5785,,
"A.N.M. SCHOOL, MUZAFFARPUR",,A.N.M.,EWS,,,404,,945,,
"A.N.M. SCHOOL, MUZAFFARPUR",,A.N.M.,EBC,,,1912,,3070,,
"A.N.M. SCHOOL, MUZAFFARPUR",,A.N.M.,BC,,,2266,,3672,,
"A.N.M. SCHOOL, NARKATIAGANJ, W. CHAMPARAN",,A.N.M.,UR,3632,6696,,,,,
"A.N.M. SCHOOL, NARKATIAGANJ, W. CHAMPARAN",,A.N.M.,ST,,,54,,54,,
"A.N.M. SCHOOL, NARKATIAGANJ, W. CHAMPARAN",,A.N.M.,SC,,,2248,,2915,,
"A.N.M. SCHOOL, NARKATIAGANJ, W. CHAMPARAN",,A.N.M.,RCG,,,7357,,8772,,
"A.N.M. SCHOOL, NARKATIAGANJ, W. CHAMPARAN",,A.N.M.,EWS,,,899,,1570,,
"A.N.M. SCHOOL, NARKATIAGANJ, W. CHAMPARAN",,A.N.M.,EBC,,,2979,,5204,,
"A.N.M. SCHOOL, NARKATIAGANJ, W. CHAMPARAN",,A.N.M.,BC,,,4545,,5347,,
"A.N.M. SCHOOL, NAVGACHIYA, BHAGALPUR",,A.N.M.,UR,2463,8157,,,,,
"A.N.M. SCHOOL, NAVGACHIYA, BHAGALPUR",,A.N.M.,ST,,,53,,53,,
"A.N.M. SCHOOL, NAVGACHIYA, BHAGALPUR",,A.N.M.,SC,,,1145,,2168,,
"A.N.M. SCHOOL, NAVGACHIYA, BHAGALPUR",,A.N.M.,RCG,,,4260,,4260,,
"A.N.M. SCHOOL, NAVGACHIYA, BHAGALPUR",,A.N.M.,EWS,,,921,,1400,,
"A.N.M. SCHOOL, NAVGACHIYA, BHAGALPUR",,A.N.M.,EBC,,,2174,,3394,,
"A.N.M. SCHOOL, NAVGACHIYA, BHAGALPUR",,A.N.M.,DQ,,,194,,194,,
"A.N.M. SCHOOL, NAVGACHIYA, BHAGALPUR",,A.N.M.,BC,,,2640,,3527,,
"A.N.M. SCHOOL, NIRMALI, SUPAUL",,A.N.M.,UR,1075,6341,,,,,
"A.N.M. SCHOOL, NIRMALI, SUPAUL",,A.N.M.,ST,,,142,,142,,
"A.N.M. SCHOOL, NIRMALI, SUPAUL",,A.N.M.,SC,,,1257,,2928,,
"A.N.M. SCHOOL, NIRMALI, SUPAUL",,A.N.M.,RCG,,,7371,,8805,,
"A.N.M. SCHOOL, NIRMALI, SUPAUL",,A.N.M.,EWS,,,1345,,1787,,
"A.N.M. SCHOOL, NIRMALI, SUPAUL",,A.N.M.,EBC,,,2848,,5276,,
"A.N.M. SCHOOL, NIRMALI, SUPAUL",,A.N.M.,DQ,,,34,,34,,
"A.N.M. SCHOOL, NIRMALI, SUPAUL",,A.N.M.,BC,,,3163,,5412,,
"A.N.M. SCHOOL, PAKRIDAYAL, EAST CHAMPARAN",,A.N.M.,UR,7341,7341,,,,,
"A.N.M. SCHOOL, PAKRIDAYAL, EAST CHAMPARAN",,A.N.M.,ST,,,100,,100,,

,COMBINED FIRST AND SECOND ROUND OPENING AND CLOSING RANK OF DCECE[PM]-2025,,,,,,,,Page No:- 10 / 65,


INSTITUTE,,BRANCH,CATEGORY,UR OPENING RANK,UR CLOSING RANK,CAT OPENING RANK,,CAT CLOSING RANK,,
"A.N.M. SCHOOL, PAKRIDAYAL, EAST CHAMPARAN",,A.N.M.,SC,,,1868,,3139,,
"A.N.M. SCHOOL, PAKRIDAYAL, EAST CHAMPARAN",,A.N.M.,RCG,,,7559,,8961,,
"A.N.M. SCHOOL, PAKRIDAYAL, EAST CHAMPARAN",,A.N.M.,EWS,,,1381,,1919,,
"A.N.M. SCHOOL, PAKRIDAYAL, EAST CHAMPARAN",,A.N.M.,EBC,,,3227,,5533,,
"A.N.M. SCHOOL, PAKRIDAYAL, EAST CHAMPARAN",,A.N.M.,BC,,,4488,,5501,,
"A.N.M. SCHOOL, PALIGANJ, PATNA",,A.N.M.,UR,1185,4490,,,,,
"A.N.M. SCHOOL, PALIGANJ, PATNA",,A.N.M.,ST,,,50,,89,,
"A.N.M. SCHOOL, PALIGANJ, PATNA",,A.N.M.,SC,,,683,,960,,
"A.N.M. SCHOOL, PALIGANJ, PATNA",,A.N.M.,RCG,,,2503,,2532,,
"A.N.M. SCHOOL, PALIGANJ, PATNA",,A.N.M.,EWS,,,472,,717,,
"A.N.M. SCHOOL, PALIGANJ, PATNA",,A.N.M.,EBC,,,1298,,1625,,
"A.N.M. SCHOOL, PALIGANJ, PATNA",,A.N.M.,BC,,,1655,,2268,,
"A.N.M. SCHOOL, PATNA CITY",,A.N.M.,UR,152,3692,,,,,
"A.N.M. SCHOOL, PATNA CITY",,A.N.M.,ST,,,32,,61,,
"A.N.M. SCHOOL, PATNA CITY",,A.N.M.,SC,,,297,,1005,,
"A.N.M. SCHOOL, PATNA CITY",,A.N.M.,RCG,,,1941,,1958,,
"A.N.M. SCHOOL, PATNA CITY",,A.N.M.,EWS,,,191,,603,,
"A.N.M. SCHOOL, PATNA CITY",,A.N.M.,EBC,,,913,,1308,,
"A.N.M. SCHOOL, PATNA CITY",,A.N.M.,DQ,,,148,,148,,
"A.N.M. SCHOOL, PATNA CITY",,A.N.M.,BC,,,1193,,1741,,
"A.N.M. SCHOOL, PHULPARAS, MADHUBANI",,A.N.M.,ST,,,134,,187,,
"A.N.M. SCHOOL, PHULPARAS, MADHUBANI",,A.N.M.,SC,,,2150,,3027,,
"A.N.M. SCHOOL, PHULPARAS, MADHUBANI",,A.N.M.,RCG,,,7518,,8636,,
"A.N.M. SCHOOL, PHULPARAS, MADHUBANI",,A.N.M.,EWS,,,1164,,1844,,
"A.N.M. SCHOOL, PHULPARAS, MADHUBANI",,A.N.M.,EBC,,,2685,,5491,,
"A.N.M. SCHOOL, PHULPARAS, MADHUBANI",,A.N.M.,DQ,,,172,,172,,
"A.N.M. SCHOOL, PHULPARAS, MADHUBANI",,A.N.M.,BC,,,4194,,5195,,
"A.N.M. SCHOOL, PIRO, BHOJPUR",,A.N.M.,UR,2264,9749,,,,,
"A.N.M. SCHOOL, PIRO, BHOJPUR",,A.N.M.,SC,,,1053,,1749,,
"A.N.M. SCHOOL, PIRO, BHOJPUR",,A.N.M.,RCG,,,5286,,6494,,
"A.N.M. SCHOOL, PIRO, BHOJPUR",,A.N.M.,EWS,,,1094,,1748,,
"A.N.M. SCHOOL, PIRO, BHOJPUR",,A.N.M.,EBC,,,2679,,3854,,
"A.N.M. SCHOOL, PIRO, BHOJPUR",,A.N.M.,BC,,,3119,,4097,,
"A.N.M. SCHOOL, PURNEA",,A.N.M.,UR,1241,9038,,,,,
"A.N.M. SCHOOL, PURNEA",,A.N.M.,SC,,,1337,,2559,,
"A.N.M. SCHOOL, PURNEA",,A.N.M.,RCG,,,4954,,6122,,
"A.N.M. SCHOOL, PURNEA",,A.N.M.,EWS,,,758,,1712,,
"A.N.M. SCHOOL, PURNEA",,A.N.M.,EBC,,,2406,,3734,,
"A.N.M. SCHOOL, PURNEA",,A.N.M.,BC,,,2865,,3895,,
"A.N.M. SCHOOL, RAJAULI, NAWADA",,A.N.M.,UR,2040,9466,,,,,
"A.N.M. SCHOOL, RAJAULI, NAWADA",,A.N.M.,ST,,,107,,107,,

,COMBINED FIRST AND SECOND ROUND OPENING AND CLOSING RANK OF DCECE[PM]-2025,,,,,,,,Page No:- 11 / 65,


INSTITUTE,,BRANCH,CATEGORY,UR OPENING RANK,UR CLOSING RANK,CAT OPENING RANK,,CAT CLOSING RANK,,
"A.N.M. SCHOOL, RAJAULI, NAWADA",,A.N.M.,SC,,,946,,1804,,
"A.N.M. SCHOOL, RAJAULI, NAWADA",,A.N.M.,RCG,,,3964,,6173,,
"A.N.M. SCHOOL, RAJAULI, NAWADA",,A.N.M.,EWS,,,702,,1278,,
"A.N.M. SCHOOL, RAJAULI, NAWADA",,A.N.M.,EBC,,,2188,,3584,,
"A.N.M. SCHOOL, RAJAULI, NAWADA",,A.N.M.,BC,,,2509,,3936,,
"A.N.M. SCHOOL, RAXAUL, EAST CHAMPARAN",,A.N.M.,UR,2824,10915,,,,,
"A.N.M. SCHOOL, RAXAUL, EAST CHAMPARAN",,A.N.M.,ST,,,186,,186,,
"A.N.M. SCHOOL, RAXAUL, EAST CHAMPARAN",,A.N.M.,SC,,,1891,,3137,,
"A.N.M. SCHOOL, RAXAUL, EAST CHAMPARAN",,A.N.M.,RCG,,,7230,,7443,,
"A.N.M. SCHOOL, RAXAUL, EAST CHAMPARAN",,A.N.M.,EWS,,,952,,1920,,
"A.N.M. SCHOOL, RAXAUL, EAST CHAMPARAN",,A.N.M.,EBC,,,2725,,5518,,
"A.N.M. SCHOOL, RAXAUL, EAST CHAMPARAN",,A.N.M.,BC,,,3583,,5514,,
"A.N.M. SCHOOL, ROSRA, SAMASTIPUR",,A.N.M.,UR,2107,9771,,,,,
"A.N.M. SCHOOL, ROSRA, SAMASTIPUR",,A.N.M.,SC,,,1363,,2157,,
"A.N.M. SCHOOL, ROSRA, SAMASTIPUR",,A.N.M.,RCG,,,5159,,7553,,
"A.N.M. SCHOOL, ROSRA, SAMASTIPUR",,A.N.M.,EWS,,,707,,1325,,
"A.N.M. SCHOOL, ROSRA, SAMASTIPUR",,A.N.M.,EBC,,,2527,,4498,,
"A.N.M. SCHOOL, ROSRA, SAMASTIPUR",,A.N.M.,BC,,,2860,,4610,,
"A.N.M. SCHOOL, SAHARSA",,A.N.M.,UR,946,11080,,,,,
"A.N.M. SCHOOL, SAHARSA",,A.N.M.,ST,,,136,,156,,
"A.N.M. SCHOOL, SAHARSA",,A.N.M.,SC,,,1662,,2775,,
"A.N.M. SCHOOL, SAHARSA",,A.N.M.,RCG,,,5834,,7715,,
"A.N.M. SCHOOL, SAHARSA",,A.N.M.,EWS,,,1136,,1536,,
"A.N.M. SCHOOL, SAHARSA",,A.N.M.,EBC,,,2722,,4265,,
"A.N.M. SCHOOL, SAHARSA",,A.N.M.,BC,,,3187,,4861,,
"A.N.M. SCHOOL, SAMASTIPUR",,A.N.M.,UR,482,6824,,,,,
"A.N.M. SCHOOL, SAMASTIPUR",,A.N.M.,SC,,,562,,2282,,
"A.N.M. SCHOOL, SAMASTIPUR",,A.N.M.,RCG,,,3850,,3938,,
"A.N.M. SCHOOL, SAMASTIPUR",,A.N.M.,EWS,,,582,,739,,
"A.N.M. SCHOOL, SAMASTIPUR",,A.N.M.,EBC,,,1758,,2596,,
"A.N.M. SCHOOL, SAMASTIPUR",,A.N.M.,DQ,,,61,,61,,
"A.N.M. SCHOOL, SAMASTIPUR",,A.N.M.,BC,,,2278,,3264,,
"A.N.M. SCHOOL, SHEOHAR",,A.N.M.,UR,4567,7059,,,,,
"A.N.M. SCHOOL, SHEOHAR",,A.N.M.,SC,,,1863,,3001,,
"A.N.M. SCHOOL, SHEOHAR",,A.N.M.,RCG,,,7360,,8848,,
"A.N.M. SCHOOL, SHEOHAR",,A.N.M.,EWS,,,1540,,1842,,
"A.N.M. SCHOOL, SHEOHAR",,A.N.M.,EBC,,,2693,,5447,,
"A.N.M. SCHOOL, SHEOHAR",,A.N.M.,BC,,,3757,,5425,,
"A.N.M. SCHOOL, SHERGHATI, GAYA",,A.N.M.,UR,3111,6566,,,,,
"A.N.M. SCHOOL, SHERGHATI, GAYA",,A.N.M.,SC,,,764,,1639,,
"A.N.M. SCHOOL, SHERGHATI, GAYA",,A.N.M.,RCG,,,3584,,3631,,

,COMBINED FIRST AND SECOND ROUND OPENING AND CLOSING RANK OF DCECE[PM]-2025,,,,,,,,Page No:- 12 / 65,


INSTITUTE,,BRANCH,CATEGORY,UR OPENING RANK,UR CLOSING RANK,CAT OPENING RANK,,CAT CLOSING RANK,,
"A.N.M. SCHOOL, SHERGHATI, GAYA",,A.N.M.,EWS,,,794,,1087,,
"A.N.M. SCHOOL, SHERGHATI, GAYA",,A.N.M.,EBC,,,1905,,2819,,
"A.N.M. SCHOOL, SHERGHATI, GAYA",,A.N.M.,BC,,,2299,,3140,,
"A.N.M. SCHOOL, SIKARHANA, E. CHAMPARAN",,A.N.M.,UR,1645,1645,,,,,
"A.N.M. SCHOOL, SIKARHANA, E. CHAMPARAN",,A.N.M.,ST,,,98,,98,,
"A.N.M. SCHOOL, SIKARHANA, E. CHAMPARAN",,A.N.M.,SC,,,2101,,3087,,
"A.N.M. SCHOOL, SIKARHANA, E. CHAMPARAN",,A.N.M.,RCG,,,7431,,8852,,
"A.N.M. SCHOOL, SIKARHANA, E. CHAMPARAN",,A.N.M.,EWS,,,1474,,1878,,
"A.N.M. SCHOOL, SIKARHANA, E. CHAMPARAN",,A.N.M.,EBC,,,2752,,5524,,
"A.N.M. SCHOOL, SIKARHANA, E. CHAMPARAN",,A.N.M.,BC,,,4091,,5451,,
"A.N.M. SCHOOL, SIMARI BAKHTIYAPUR, SAHARSA",,A.N.M.,UR,3079,6498,,,,,
"A.N.M. SCHOOL, SIMARI BAKHTIYAPUR, SAHARSA",,A.N.M.,ST,,,148,,148,,
"A.N.M. SCHOOL, SIMARI BAKHTIYAPUR, SAHARSA",,A.N.M.,SC,,,1251,,2841,,
"A.N.M. SCHOOL, SIMARI BAKHTIYAPUR, SAHARSA",,A.N.M.,RCG,,,6823,,8514,,
"A.N.M. SCHOOL, SIMARI BAKHTIYAPUR, SAHARSA",,A.N.M.,EWS,,,1249,,1682,,
"A.N.M. SCHOOL, SIMARI BAKHTIYAPUR, SAHARSA",,A.N.M.,EBC,,,3191,,4730,,
"A.N.M. SCHOOL, SIMARI BAKHTIYAPUR, SAHARSA",,A.N.M.,BC,,,3507,,5212,,
"A.N.M. SCHOOL, SITAMARHI",,A.N.M.,UR,2679,11328,,,,,
"A.N.M. SCHOOL, SITAMARHI",,A.N.M.,SC,,,1546,,2497,,
"A.N.M. SCHOOL, SITAMARHI",,A.N.M.,RCG,,,6938,,8712,,
"A.N.M. SCHOOL, SITAMARHI",,A.N.M.,EWS,,,985,,1648,,
"A.N.M. SCHOOL, SITAMARHI",,A.N.M.,EBC,,,2732,,5068,,
"A.N.M. SCHOOL, SITAMARHI",,A.N.M.,DQ,,,130,,130,,
"A.N.M. SCHOOL, SITAMARHI",,A.N.M.,BC,,,3393,,5254,,
"A.N.M. SCHOOL, SUKHPUR, SUPAUL",,A.N.M.,UR,3458,7399,,,,,
"A.N.M. SCHOOL, SUKHPUR, SUPAUL",,A.N.M.,SC,,,1665,,3092,,
"A.N.M. SCHOOL, SUKHPUR, SUPAUL",,A.N.M.,RCG,,,7091,,8810,,
"A.N.M. SCHOOL, SUKHPUR, SUPAUL",,A.N.M.,EWS,,,936,,1795,,
"A.N.M. SCHOOL, SUKHPUR, SUPAUL",,A.N.M.,EBC,,,2846,,5303,,
"A.N.M. SCHOOL, SUKHPUR, SUPAUL",,A.N.M.,BC,,,3340,,5420,,
"A.N.M. SCHOOL, TIKARI, GAYA",,A.N.M.,UR,1693,6354,,,,,
"A.N.M. SCHOOL, TIKARI, GAYA",,A.N.M.,ST,,,114,,165,,
"A.N.M. SCHOOL, TIKARI, GAYA",,A.N.M.,SC,,,1076,,1551,,
"A.N.M. SCHOOL, TIKARI, GAYA",,A.N.M.,RCG,,,3391,,4486,,
"A.N.M. SCHOOL, TIKARI, GAYA",,A.N.M.,EWS,,,783,,1187,,
"A.N.M. SCHOOL, TIKARI, GAYA",,A.N.M.,EBC,,,1877,,2365,,
"A.N.M. SCHOOL, TIKARI, GAYA",,A.N.M.,BC,,,2174,,2937,,
"A.N.M. SCHOOL, TRIVENIGANJ,SUPAUL",,A.N.M.,UR,1565,6714,,,,,
"A.N.M. SCHOOL, TRIVENIGANJ,SUPAUL",,A.N.M.,SC,,,1075,,3107,,
"A.N.M. SCHOOL, TRIVENIGANJ,SUPAUL",,A.N.M.,RCG,,,7260,,8909,,
"A.N.M. SCHOOL, TRIVENIGANJ,SUPAUL",,A.N.M.,EWS,,,581,,1837,,

,COMBINED FIRST AND SECOND ROUND OPENING AND CLOSING RANK OF DCECE[PM]-2025,,,,,,,,Page No:- 13 / 65,


INSTITUTE,,BRANCH,CATEGORY,UR OPENING RANK,UR CLOSING RANK,CAT OPENING RANK,,CAT CLOSING RANK,,
"A.N.M. SCHOOL, TRIVENIGANJ,SUPAUL",,A.N.M.,EBC,,,2736,,5503,,
"A.N.M. SCHOOL, TRIVENIGANJ,SUPAUL",,A.N.M.,DQ,,,160,,193,,
"A.N.M. SCHOOL, TRIVENIGANJ,SUPAUL",,A.N.M.,BC,,,3636,,5479,,
"A.N.M. SCHOOL, UDAKISHANGANJ, MADHEPURA",,A.N.M.,UR,2954,7254,,,,,
"A.N.M. SCHOOL, UDAKISHANGANJ, MADHEPURA",,A.N.M.,ST,,,155,,155,,
"A.N.M. SCHOOL, UDAKISHANGANJ, MADHEPURA",,A.N.M.,SC,,,968,,2893,,
"A.N.M. SCHOOL, UDAKISHANGANJ, MADHEPURA",,A.N.M.,RCG,,,7190,,7190,,
"A.N.M. SCHOOL, UDAKISHANGANJ, MADHEPURA",,A.N.M.,EWS,,,757,,1771,,
"A.N.M. SCHOOL, UDAKISHANGANJ, MADHEPURA",,A.N.M.,EBC,,,3513,,5454,,
"A.N.M. SCHOOL, UDAKISHANGANJ, MADHEPURA",,A.N.M.,BC,,,3678,,5417,,
"A.N.M. TRAINING SCHOOL, NEAMCHAK BATHANI
SUBDIVISION, GAYA",,A.N.M.,UR,4890,8188,,,,,
"A.N.M. TRAINING SCHOOL, NEAMCHAK BATHANI
SUBDIVISION, GAYA",,A.N.M.,ST,,,94,,94,,
"A.N.M. TRAINING SCHOOL, NEAMCHAK BATHANI
SUBDIVISION, GAYA",,A.N.M.,SC,,,1106,,2004,,
"A.N.M. TRAINING SCHOOL, NEAMCHAK BATHANI
SUBDIVISION, GAYA",,A.N.M.,RCG,,,4289,,5426,,
"A.N.M. TRAINING SCHOOL, NEAMCHAK BATHANI
SUBDIVISION, GAYA",,A.N.M.,EWS,,,849,,1559,,
"A.N.M. TRAINING SCHOOL, NEAMCHAK BATHANI
SUBDIVISION, GAYA",,A.N.M.,EBC,,,2298,,3454,,
"A.N.M. TRAINING SCHOOL, NEAMCHAK BATHANI
SUBDIVISION, GAYA",,A.N.M.,BC,,,2723,,3485,,
"A.N.M. TRAINING SCHOOL, SUB DIVISIONAL HOSPITAL
DALSINGSARAI, SAMASTIPUR",,A.N.M.,UR,2226,11466,,,,,
"A.N.M. TRAINING SCHOOL, SUB DIVISIONAL HOSPITAL
DALSINGSARAI, SAMASTIPUR",,A.N.M.,SC,,,1004,,2557,,
"A.N.M. TRAINING SCHOOL, SUB DIVISIONAL HOSPITAL
DALSINGSARAI, SAMASTIPUR",,A.N.M.,RCG,,,5710,,7784,,
"A.N.M. TRAINING SCHOOL, SUB DIVISIONAL HOSPITAL
DALSINGSARAI, SAMASTIPUR",,A.N.M.,EWS,,,814,,1025,,
"A.N.M. TRAINING SCHOOL, SUB DIVISIONAL HOSPITAL
DALSINGSARAI, SAMASTIPUR",,A.N.M.,EBC,,,2787,,4279,,
"A.N.M. TRAINING SCHOOL, SUB DIVISIONAL HOSPITAL
DALSINGSARAI, SAMASTIPUR",,A.N.M.,DQ,,,86,,86,,
"A.N.M. TRAINING SCHOOL, SUB DIVISIONAL HOSPITAL
DALSINGSARAI, SAMASTIPUR",,A.N.M.,BC,,,3186,,4941,,
"A.N.M. TRAINING SCHOOL, SUB DIVISIONAL HOSPITAL
BAINEPUR, DARBHANGA",,A.N.M.,UR,1950,11447,,,,,

,COMBINED FIRST AND SECOND ROUND OPENING AND CLOSING RANK OF DCECE[PM]-2025,,,,,,,,Page No:- 14 / 65,


INSTITUTE,,BRANCH,CATEGORY,UR OPENING RANK,UR CLOSING RANK,CAT OPENING RANK,,CAT CLOSING RANK,,
"A.N.M. TRAINING SCHOOL, SUB DIVISIONAL HOSPITAL
BAINEPUR, DARBHANGA",,A.N.M.,ST,,,84,,84,,
"A.N.M. TRAINING SCHOOL, SUB DIVISIONAL HOSPITAL
BAINEPUR, DARBHANGA",,A.N.M.,SC,,,1566,,2669,,
